ID da obra,Código da obra,Contratada,Fim previsto,Início da obra,Data da ordem de serviço,Descrição,Dias aditivado,Latitude,Longitude,Município,Número da licitação,Número da ordem de serviço,Número SACC,Percentual executado,Prazo inicial,Secretaria/Órgão,Situação,Tipo do contrato,Valor
7827,0482018CIDADES01,CETRO,1/12/2020,1/8/2018,1/8/2018,"EXECUÇÃO DAS OBRAS DE CONSTRUÇÃO DAS CENTRAIS MUNICIPAIS DE RECICLAGEM - CMR - TIPO 02 - 06 UNIDADES NAS CIDADES POLO - VALE DO ACARAÚ E VALE DO JAGUARIBE, SENDO 03(TRÊS) EM SOBRAL, 01 (UMA) EM LIMOEIRO DO NORTE, 01 (UMA) EM MORADA NOVA E 01 (UMA) EM RUSSAS",641,,,SOBRAL,20170008,132/2018,1035768,"98,63",180,CIDADES,Em Execução,Obra,"1617083,76"
7606,02572017SEDUC01,KG CONSTRUÇÕES LTDA - EPP,27/2/2019,14/6/2017,14/6/2017,"CONSTRUÇÃO DE 01 (UM) CENTRO DE EDUCAÇÃO INFANTIL - CEI, NO MUNICÍPIO DE PIRES FERREIRA -CE",381,,,PIRES FERREIRA,20160009,055/2017,1012596,100,210,SEDUC,Concluída,Obra,"1437206,5"
7188,0272014DETRAN01,EFICAZ,3/6/2017,28/1/2015,28/1/2015,"CONSTRUÇÃO DO POSTO DE FISCALIZAÇÃO DA PRE NO MUNICÍPIO, CARIRÉ - CE",492,,,CARIRÉ,20140001,003/2015,942092,100,120,DETRAN,Concluída,Obra,"513287,71"
6432,A027201201,AMP ENGENHARIA,14/2/2016,3/4/2012,3/4/2012,"CONSTRUÇÃO DE ESCOLA DE EDUCAÇÃO PROFISSIONALIZANTE COM 12 SALAS PADRAO, NO MUNICIPIO DE URUBURETAMA - ESTADO DO CEARÁ",1173,"-3,632308","-39,493638",URUBURETAMA,004/2011,013/2012,813834,100,240,SEDUC,Concluída,Obra,"2184795,95"
7463,01212017DETRAN01,KG CONSTRUÇÕES,15/4/2018,16/1/2018,16/1/2018,"SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA EM PRÉDIOS PÚBLICOS - DETRAN - MANUTENÇÕES DETRAN MARAPONGA ( NUCOM, OUVIDORIA E BLOCO E)",0,,,FORTALEZA,20170003,005/2018,SN,100,90,DETRAN,Concluida,Manutenção,"45211,99"
7737,02982017SEDUC06,ZONA NORTE,3/6/2019,9/4/2018,28/3/2018,"CONSTRUÇÃO DE QUADRA COBERTA COM VESTIÁRIO (25,80X38) NA EEFM TABELIÃO JOSE PINTO QUEZADO - AURORA - CE",240,,,AURORA,20140022,025/2018,1037035,100,180,SEDUC,Concluída,Obra,"474820,61"
7829,0482018CIDADES02,CETRO,1/12/2020,1/8/2018,1/8/2018,"EXECUÇÃO DAS OBRAS DE CONSTRUÇÃO DAS CENTRAIS MUNICIPAIS DE RECICLAGEM - CMR - TIPO 02 - 06 UNIDADES NAS CIDADES POLO - VALE DO ACARAÚ E VALE DO JAGUARIBE, SENDO 03(TRÊS) EM SOBRAL, 01 (UMA) EM LIMOEIRO DO NORTE, 01 (UMA) EM MORADA NOVA E 01 (UMA) EM RUSSAS",641,,,LIMOEIRO DO NORTE,20170008,132/2018,1035768,"98,91",180,CIDADES,Em Execução,Obra,"1616110,41"
7252,0362015CIDADES02,CONCRETA ENGENHARIA LTDA,20/7/2016,27/4/2015,27/4/2015,"CONSTRUÇÃO DE TRÊS EQUIPAMENTOS INSTITUCIONAIS (ESCOLA, CENTRO DE EDUCAÇÃO INFANTIL E UNIDADE BÁSICA DE SAÚDE), NO TRECHO ZERO DE URBANIZAÇÃO DO PROJETO RIO MARANGUAPINHO EM FORTALEZA-CE",0,,,FORTALEZA,20150001,048/2015,955337,"1,3",450,S. CIDADES,Concluída,Obra,"8830816,44"
7330,0672016SESA06,OK EMPREENDIMENTOS,23/12/2017,21/3/2017,13/2/2017,"SERVIÇOS DE MANUTENÇÃO PREVENTIVA, CORRETIVA E REFORMA EM PREDIOS PÚBLICOS - SESA - HIAS - HOSPITAL INFANTIL ALBERT SABIN - GRADES DA VARANDA DA VÂNIA ABREU",248,,,FORTALEZA,20140002,049/2017,950919,"79,5",30,SESA,Em Execução,Manutenção,"346254,94"
6425,A021201202,TECNOCON,12/8/2014,11/4/2012,11/4/2012,"CONSTRUÇÃO DE ESCOLA PROFISSIONAL, REFERENTE AO LOTE IX  DO MUNICÍPIO DE MARCO/ CE",481,,,MARCO,004/2012,024/2012,815346,100,240,SEDUC,Concluída,Obra,"5986439,55"
7207,0852016DETRAN01,SOUZA & FREITAS EDIFICAÇÕES LTDA,12/1/2017,14/11/2016,14/11/2016,"SERVIÇOS DE MANUTENÇÃO PREVENTIVA, CORRETIVA E REFORMA EM PRÉDIOS PÚBLICOS - DETRAN - MANUTENÇÃO DA REGIONAL DO DETRAN DE CRATEÚS - CE",0,,,CRATEÚS,20150001,115/2016,997357,100,60,DETRAN,Em Execução,Manutenção,"87090,17"
6747,0412014SESA09,L23,23/9/2014,25/8/2014,25/8/2014,"SERVIÇOS DE MANUTENCÃO PREVENTIVA, CORRETIVA E REFORMA EM PRÉDIOS PÚBLICOS - SESA - MANUTENÇÃO E READEQUAÇÃO PARA GUARDA DE MEDICAÇÕES DO SAMU",0,,,FORTALEZA,172013,139/2014,S2GPR,100,30,SESA,Concluida,Manutenção,"45031,95"
7166,0282016DAE01,SOUZA & FREITAS EDIFICAÇÕES LTDA,24/7/2017,29/9/2016,29/9/2016,"SERVIÇOS DE MANUTENÇÃO PREVENTIVA, CORRETIVA E REFORMA EM PRÉDIOS PÚBLICOS - DAE - MANUTENÇÃO DO CENTRO SOCIOEDUCATIVO ZEQUINHA PARENTE - SOBRAL/CE",0,,,SOBRAL,20150001,090/2016,996360,100,180,DAE,Em Execução,Manutenção,"202805,63"
6424,A021201201,TECNOCON,12/8/2014,11/4/2012,11/4/2012,"CONSTRUÇÃO DE ESCOLA PROFISSIONAL, REFERENTE AO LOTE IX  DO MUNICÍPIO DE MARCO/ CE",481,,,MARCO,004/2012,024/2012,815346,100,240,SEDUC,Concluída,Obra,"2937775,76"
7524,0122016SECULT01,ANSA,8/5/2018,13/12/2016,29/11/2016,OBRA DE REFORMA E AMPLIAÇÃO DO ARQUIVO PÚBLICO CENTRAL EM FORTALEZA - CE,331,,,FORTALEZA,20130004,170/2016,998916,100,180,SECULT,Concluída,Obra,"3043186,41"
7334,0352017DAE01,DATERRA CONSTRUÇÕES E SERVIÇOS LTDA - ME,18/8/2017,20/2/2017,20/2/2017,"SERVIÇOS DE MANUTENÇÃO PREVENTIVA, CORRETIVA E REFORMA EM PRÉDIOS PÚBLICOS - DAE - MANUTENÇÃO CENTRO SÓCIO - EDUCATIVO DOM BOSCO",0,,,FORTALEZA,20150002,057/2017,1005942,100,180,DAE,Concluida,Manutenção,"147032,89"
7734,02982017SEDUC03,ZONA NORTE,3/6/2019,9/4/2018,28/3/2018,"CONSTRUÇÃO DE QUADRA COBERTA COM VESTIÁRIO (25,80X38) NA EEFM FILGUEIRAS LIMA - LAVRAS DA MANGABEIRA - CE",240,,,LAVRAS DA MANGABEIRA,20140022,025/2018,1037035,100,180,SEDUC,Concluída,Obra,"241001,71"
7732,02982017SEDUC01,ZONA NORTE,3/6/2019,9/4/2018,28/3/2018,"CONSTRUÇÃO DE QUADRA COBERTA COM VESTIÁRIO (25,80X38) NA EEFM ALDA FERRER AUGUSTO DUTRA - LAVRAS DA MANGABEIRA - CE",240,,,LAVRAS DA MANGABEIRA,20140022,025/2018,1037035,100,180,SEDUC,Concluída,Obra,"227876,58"
7332,022017IPC01,DATERRA CONSTRUÇÕES E SERVIÇOS LTDA - ME,28/3/2018,3/4/2017,7/3/2017,"SERVIÇOS DE MANUTENÇÃO PREVENTIVA, CORRETIVA E REFORMA EM PRÉDIOS PÚBLICOS - I PC - INSTITUTO DE PREVENÇÃO DO CÂNCER - MANUTENÇÕES DIVERSAS",0,,,FORTALEZA,20160001,062/2017,1005807,"77,9",360,IPC,Em Execução,Manutenção,"35717,46"
7603,02552017SEDUC01,RADIER ENGENHARIA LTDA,12/2/2018,17/7/2017,31/5/2017,"CONSTRUÇÃO DE 01 (UM) CENTRO DE EDUCAÇÃO INFANTIL - CEI, NO MUNICÍPIO DE RERIUTABA/CE",0,,,RERIUTABA,20160009,046/2017,1011285,"1,22",210,SEDUC,Concluída,Obra,"1236607,55"
7189,0282014DETRAN01,EFICAZ,9/4/2018,15/4/2015,15/4/2015,CONSTRUÇÃO DO POSTO DE FISCALIZAÇÃO DA PRE NO MUNICÍPIO POTENGI - CE,622,,,POTENGI,20140001,031/2015,942105,100,120,DETRAN,Concluída,Obra,"583786,86"
7459,02272016SEDUC02,CONSTRUTORA JUSTO JUNIOR LTDA,18/8/2017,23/8/2016,27/4/2016,CONSTRUÇÃO DE UMA ESCOLA PROFISSIONALIZANTE NO MUNICÍPIO DE RUSSAS- CE,0,,,RUSSAS,20140029,083/2016,979033,0,360,SEDUC,Cancelada,Obra,"5461245,09"
7192,0312014DETRAN01,EFICAZ,3/5/2017,15/4/2015,15/4/2015,CONSTRUÇÃO DO POSTO DE FISCALIZAÇÃO DA PRE NO MUNICÍPIO QUIXERÉ - CE,520,,,QUIXERÉ,20140001,028/2015,942112,"99,69",120,DETRAN,Concluída,Obra,"527739,18"
6433,A027201202,AMP ENGENHARIA,14/2/2016,3/4/2012,3/4/2012,"CONSTRUÇÃO DE ESCOLA DE EDUCAÇÃO PROFISSIONALIZANTE COM 12 SALAS PADRAO, NO MUNICIPIO DE URUBURETAMA - ESTADO DO CEARÁ",1173,,,URUBURETAMA,004/2011,013/2012,813834,100,240,SEDUC,Concluída,Obra,"5485442,9"
7783,03052017SEDUC01,ATHOS CONSTRUÇÕES,10/8/2019,16/5/2018,16/5/2018,"OBRAS DE CONSTRUÇÃO DO CENTRO DE EDUCAÇÃO INFANTIL, PADRÃO (04 SALAS), NO MUNICÍPIO DE ARARIPE - CE",155,,,ARARIPE,20140049,069/2018,1043094,100,180,SEDUC,Concluída,Obra,"1248515,56"
7004,0902013SEDUC12,L23,6/12/2015,8/9/2015,8/9/2015,"SERVIÇOS DE MANUTENÇÃO PREVENTIVA, CORRETIVA E REFORMA EM PRÉDIOS PÚBLICOS - SEDUC - ADAPTAÇÃO DA ESCOLA ALMIRANTE TAMANDARÉ.",0,,,FORTALEZA,172013,113/2015,S2GPR,100,90,SEDUC,Concluida,Manutenção,"122361,67"
7076,0142016SSPDS01,OK EMPREENDIMENTOS,9/4/2016,11/1/2016,11/1/2016,"SERVIÇOS DE MANUTENÇÃO PREVENTIVA, CORRETIVA E REFORMA EM PRÉDIOS PÚBLICOS - SSPDS - MANUTENÇÃO ELÉTRICA GERAL E DO FORRO DO TETO DO HANGAR CIOPAER/SSPDS",0,,,FORTALEZA,20140002,002/2016,969536,100,90,SSPDS,Concluida,Manutenção,"95563,11"
7191,0302014DETRAN01,EFICAZ,15/10/2017,15/4/2015,15/4/2015,"CONSTRUÇÃO DO POSTO DE FISCALIZAÇÃO DO DETRAN/CE, NO MUNICÍPIO JAGUARIBE - CE",577,,,JAGUARIBE,20140001,029/2015,942110,"99,3",120,DETRAN,Concluída,Obra,"515138,21"
7194,0332014DETRAN01,EFICAZ,18/3/2017,28/1/2015,28/1/2015,CONSTRUÇÃO DO POSTO DE FISCALIZAÇÃO DA PRE NO MUNICÍPIO TAMBORIL - CE,660,,,TAMBORIL,12014,004/2015,942090,100,120,DETRAN,Concluída,Obra,"516711,04"
7331,082017DPGE01,DATERRA CONSTRUÇÕES E SERVIÇOS LTDA - ME,18/4/2017,20/3/2017,8/3/2017,"SERVIÇOS DE MANUTENÇÃO PREVENTIVA, CORRETIVA E REFORMA EM PRÉDIOS PÚBLICOS - DPGE - MANUTENÇÃO PREVENTIVA E CORRETIVA NO NUDECON - DPGE",0,,,FORTALEZA,20150002,056/2017,S2GPR,100,30,DPGE,Em Execução,Manutenção,"19264,01"
7508,0332016SAP01,BWS CONSTRUÇÕES LTDA,9/1/2017,13/7/2016,13/7/2016,"RECUPERAÇÃO DA UNIDADE LOCALIZADA NO INSTITUTO PENAL PAULO SARASATE, SELVA DE PEDRAS II, CONHECIDO COMO ""SELVINHA"" NO MUNICIPIO DE AQUIRAZ - CE",0,,,AQUIRAZ,122016,133/2016,991532,"74,94",180,SEJUS,Concluída,Obra,"682916,36"
7786,0282017SECULT01,RADIER ENGENHARIA LTDA,31/8/2018,2/2/2018,2/2/2018,CONSTRUÇÃO DE UM CINEMA - PADRÃO - NO MUNICÍPIO DE SÃO BENEDITO - CE,0,"-4,052222","-40,864167",SÃO BENEDITO,20170001,004/2018,1028290,0,210,SECULT,Paralisada,Obra,"1897065,53"
6908,0352014SESA10,L23,18/5/2015,20/3/2015,20/3/2015,SERVIÇOS DE MANUTENÇÃO PREVENTIVA CORRETIVA E REFORMA EM PRÉDIOS PÚBLICOS - SESA - HGPM JOSÉ MARTINIANO DE ALENCAR - INSTALAÇÕES DA 1º ENFERMARIA E PINTURA DA FACHADA PRINCIPAL,30,,,FORTALEZA,172013,036/2015,923229,"50,84",30,SESA,Concluida,Manutenção,"55075,28"
6746,022014CGD01,L23,23/9/2014,25/8/2014,25/8/2014,"SERVIÇOS DE MANUTENÇÃO PREVENTIVA, CORRETIVA E REFORMA EM PRÉDIOS PÚBLICOS - CGD - READEQUAÇÕES DIVERSAS",0,,,FORTALEZA,20130017,140/2014,S2GPR,100,30,CGD,Concluida,Manutenção,"69998,88"
6955,0582015SESA03,OK EMPREENDIMENTOS,24/7/2015,26/5/2015,26/5/2015,"SERVIÇOS DE RECUPERAÇÃO E REFORÇO ESTRUTURAL DE PILARES E CALHAS, PARA DRENAGEM DAS ÁGUAS PLUVIAIS DO BLOCO 400 DO HGCC, COLOCAÇÃO DE UM NOVO GABINETE NA SUBESTAÇÃO PARA SUPORTAR AS CARGAS DA REFORMA DO BLOCO 700 E A REFORMA DA ENDOSCOPIA E RESONÂNCIA NO CENTRO DE IMAGEM DO HGCC.",0,,,FORTALEZA,12014,058/2015,S2GPR,100,60,SESA,Em Execução,Manutenção,"306597,85"
7539,02522017SEDUC01,RADIER ENGENHARIA LTDA,3/8/2018,6/3/2017,18/1/2017,"CONSTRUÇÃO DE 01 (UM) CENTRO DE EDUCAÇÃO INFANTIL - CEI, NO MUNICÍPIO DE HORIZONTE - DISTRITO DE MANOEL LUÍS (LOTE II)",305,,,HORIZONTE,20160008,003/2017,1004274,"53,29",210,SEDUC,Execução Fisíca Concluída,Obra,"1270064,14"
7518,02472016SEDUC01,FORTEKS ENGENHARIA,4/11/2018,19/10/2016,19/10/2016,CONSTRUÇÃO DE ESCOLA DE ENSINO PROFISSIONAL - EEEP NO MUNICÍPIO DE FORQUILHA - CE.,367,,,FORQUILHA,62013,092/2016,997763,100,300,SEDUC,Concluída,Obra,"3466469,9"
7475,02352016SEDUC01,CONSTRUTORA CONCRETO,7/7/2021,18/7/2016,28/4/2016,CONSTRUÇÃO DE UMA ESCOLA PROFISSIONALIZANTE NO MUNICÍPIO DE JIJOCA DE JERICOACOARA - CE,1148,,,JIJOCA DE JERICOACOARA,20140018,095/2016,981142,"93,41",360,SEDUC,Em Execução,Obra,"3834071,8"
7656,02742017SEDUC02,CONSTRUTORA CORREIA LIMA,31/7/2021,5/2/2018,5/2/2018,CONSTRUÇÃO DE UMA ESCOLA PROFISSIONALIZANTE NO MUNICÍPIO DE RUSSAS - CE,660,,,RUSSAS,20140029,005/2018,1034194,46,360,SEDUC,Paralisada,Obra,"6377095,89"
6884,0542014SESA03,OK EMPREENDIMENTOS,18/9/2016,5/8/2016,5/8/2016,"SERVIÇO DE MANUTENÇÃO PREVENTIVA, CORRETIVA E REFORMA EM PRÉDIOS PÚBLICOS - SESA - SERVIÇOS EXTRAS NA ASPLAG, COLOCAÇÃO DO FORRO NA OFICINA MANUTENÇÃO COM PINTURA E COLOCAÇÃO PORTA/REVISÃO DOS BLOCOS A,C,D",30,,,FORTALEZA,2014002,053/2016,S2GPR,100,15,SESA,Em Execução,Manutenção,"55350,56"
7717,0232017SECULT01,RADIER ENGENHARIA LTDA,28/5/2018,30/10/2017,26/10/2017,CONSTRUÇÃO DE UM CINEMA - PADRÃO - NO MUNICÍPIO DE AMONTADA - CE,0,,,AMONTADA,20160007,128/2017,1022455,"4,53",210,SECULT,Paralisada,Obra,"1680061,62"
7720,0262017SECULT01,RADIER ENGENHARIA LTDA,28/5/2018,30/10/2017,26/10/2017,"CONSTRUÇÃO DE UM CINEMA - PADRÃO - NO MUNICÍPIO DE ITAITINGA - CE
",0,,,ITAITINGA,20160008,135/2017,1022436,"1,15",210,SECULT,Paralisada,Obra,"1698644,93"
7619,02642017SEDUC01,DUPLO  M,14/7/2019,18/7/2017,3/7/2017,"OBRA DE CONSTRUÇÃO DE UMA ESCOLA - EEMI DEP. PAULINO ROCHA - COM 12 SALAS, EM FORTALEZA - CE",454,,,FORTALEZA,21/2017,066/2017,1017379,100,240,SEDUC,Concluída,Obra,"1395174,37"
7279,01562015SEDUC02,CONSTRUTORA CONCRETO,4/3/2022,20/11/2017,27/10/2017,OBRA DE CONSTRUÇÃO DE UMA ESCOLA - EEMI JULIA ALVES PESSOA - COM 12 SALAS EM FORTALEZA-CE,783,"-3,800365","-38,598632",FORTALEZA,20140015,132/2017,977318,"96,96",240,SEDUC,Em Execução,Obra,"5400173,28"
7012,022014CEARAPORTOS09,OK EMPREENDIMENTOS,13/12/2015,15/9/2015,15/9/2015,"SERVIÇOS DE MANUTENÇÃO PREVENTIVA, CORRETIVA E REFORMA EM PRÉDIOS PÚBLICOS - CEARÁPORTOS - REFORMA GATE DE SERVIÇO, SALA CEARAPORTOS SEINFRA, PROTOCOLO, ESCADA ACESSO",0,,,SÃO GONÇALO DO AMARANTE,20140002,115/2015,S2GPR,100,90,CEARÁPORTOS,Concluida,Manutenção,"109121,76"
7160,0592015SESA09,OK EMPREENDIMENTOS,8/11/2016,10/10/2016,10/10/2016,"SERVIÇOS DE MANUTENÇÃO PREVENTIVA, CORRETIVA E REFORMA EM PRÉDIOS PÚBLICOS - SESA - READEQUAÇÕES DIVERSAS - POLICLÍNICA CAUCAIA",0,,,CAUCAIA,2014002,107/2016,946701,100,30,SESA,Em Execução,Manutenção,"180387,65"
7800,03032017SEDUC02,FORTEKS ENGENHARIA,20/1/2022,16/1/2018,10/1/2018,CONCLUSÃO DA CONSTRUÇÃO DE UMA ESCOLA EEMI COM 12 (DOZE) SALAS - ESTADO DE ALAGOAS EM FORTALEZA-CE,682,,,FORTALEZA,20160014,007/2018,1033095,"95,37",360,SEDUC,Em Execução,Obra,"4652422,57"
7531,0222016PCIVIL01,CONSTRUTORA IRMÃOS PIMENTA LTDA - ME,18/7/2020,16/1/2017,2/1/2017,"OBRA DE REFORMA DO 14ºDEPARTAMENTO DE POLÍCIA CIVIL, LOCALIZADO NA RUA DEZ S/N DO CONJUNTO HABITACIONAL INDUSTRIAL EM MARACANAÚ - CE.",923,,,MARACANAÚ,20160001,001/2017,998766,"70,55",150,P. CIVIL,Em Execução,Obra,"380018,84"
7651,0512017SAP01,CONSTRUTORA CONCRETO,17/1/2018,21/7/2017,21/7/2017,"CONSTRUÇÃO DA MURALHA E CORTINA (PROF.6M) NO CONTORNO DA CASA DE PRIVAÇÃO PROVISÓRIA DE LIBERDADE PROFESSOR JOSÉ JUCÁ NETO - CPPL III, EM ITAITINGA - CE",0,,,FORTALEZA,72017,079/2017,1018894,100,180,SEJUS,Concluída,Obra,4291911
7803,03072018SEDUC02,FORTEKS ENGENHARIA,7/1/2022,22/1/2018,12/1/2018,OBRA DE CONSTRUÇÃO DE UMA ESCOLA PROFISSIONALIZANTE NO MUNICÍPIO DE CRATEÚS - CE,936,,,CRATEÚS,20140032,008/2018,1034743,"75,08",360,SEDUC,Em Execução,Obra,"7097612,08"
7274,01542015SEDUC01,PODIUM,16/7/2018,17/8/2015,17/8/2015,"CONSTRUÇÃO DE UMA ESCOLA EEMI MARIA ANTONIETA COM 12 SALAS, EM FORTALEZA -CE",824,"-3,774355","-38,617854",FORTALEZA,20140010,062/2015,962349,100,240,SEDUC,Concluída,Obra,"1585039,44"
7278,01562015SEDUC01,CONSTRUTORA CONCRETO,22/1/2021,20/11/2017,27/10/2017,OBRA DE CONSTRUÇÃO DE UMA ESCOLA - EEMI JULIA ALVES PESSOA - COM 12 SALAS EM FORTALEZA-CE,663,,,FORTALEZA,20140015,132/2017,977318,"97,59",240,SEDUC,Em Execução,Obra,"1595216,65"
7530,0442016SAP01,SIGNUS CONSTRUÇÕES,20/5/2017,21/11/2016,21/11/2016,RECUPERAÇÃO EMERGENCIAL NO INSTITUTO PENAL PROFESSOR OLAVO OLIVEIRA - IPPOO II.,0,,,FORTALEZA,172016,174/2016,1000971,100,180,SEJUS,Concluída,Obra,"5069895,13"
7600,0242017PCIVIL01,TECNOS,31/10/2018,8/6/2017,8/6/2017,CONSTRUÇÃO DA DELEGACIA DE POLÍCIA CIVIL DE CASCAVEL PADRÃO III,330,,,CASCAVEL,20140001,050/2017,1012041,"46,48",180,P. CIVIL,Execução Fisíca Concluída,Obra,"1295295,74"
7357,0662017STDS01,SM,18/8/2017,20/6/2017,20/6/2017,"SERVIÇOS DE MANUTENÇÃO PREVENTIVA, CORRETIVA E REFORMA EM PRÉDIOS PÚBLICOS - STDS - PROJETO MAIS INFÂNCIA NO MUNICÍPIO DE PARAIBAPA - CE",0,,,PARAIPABA,20150001,097/2017,997096,"86,12",60,STDS,Em Execução,Manutenção,"42166,08"
7626,02672017SEDUC02,CONSTRUTORA CONCRETO,27/4/2022,16/10/2017,2/10/2017,"OBRA DE CONSTRUÇÃO DE UMA ESCOLA EEMI - PARQUE PRESIDENTE VARGAS - COM 12 SALAS, EM FORTALEZA-CE",814,,,FORTALEZA,20140013,121/2017,1025043,"99,2",240,SEDUC,Em Execução,Obra,"5790429,3"
7821,0542018SAP01,FORTEKS ENGENHARIA,21/7/2022,12/3/2018,12/3/2018,"CONCLUSÃO DA CONSTRUÇÃO DE CADEIA PARA JOVENS ADULTOS NO MUNICÍPIO DE HORIZONTE-CE
",1020,"-4,06071286","-38,4988541",HORIZONTE,20170002,022/2018,1037534,"88,01",540,SEJUS,Em Execução,Obra,"14371081,22"
7716,0222017SECULT01,CONSTRAM,25/10/2019,30/10/2017,26/10/2017,"CONSTRUÇÃO DE UM CINEMA - PADRÃO - NO MUNICÍPIO DE CRATO - CE
",0,,,CRATO,20160002,129/2017,1021899,"4,23",210,SECULT,Em Execução,Obra,"2169624,03"
7412,02092016SEDUC02,CYTHYAGO,21/9/2017,7/3/2016,2/3/2016,"CONSTRUÇÃO DE UMA ESCOLA DE ENSINO MÉDIO C/06 SALAS, EM SUCESSO NO MUNICÍPIO DE TAMBORIL - CE",175,,,TAMBORIL,20140040,055/2016,979084,"3,24",240,SEDUC,Cancelada,Obra,"2752549,7"
7439,02182016SEDUC01,CONSTRUTORA BORGES  CARNEIRO LTDA,21/11/2021,23/8/2016,27/4/2016,CONSTRUÇÃO DE UMA ESCOLA PROFISSIONALIZANTE NO MUNICÍPIO DE SOLONÓPOLE - CE,1176,,,SOLONÓPOLE,20140019,066/2016,979676,"91,6",360,SEDUC,Em Execução,Obra,"6866320,51"
7440,02182016SEDUC02,CONSTRUTORA BORGES  CARNEIRO LTDA,21/11/2021,23/8/2016,27/4/2016,CONSTRUÇÃO DE UMA ESCOLA PROFISSIONALIZANTE NO MUNICÍPIO DE SOLONÓPOLE - CE,1176,,,SOLONÓPOLE,20140019,066/2016,979676,"99,77",360,SEDUC,Em Execução,Obra,"7671116,77"
7408,02072016SEDUC02,J M D,25/9/2018,8/4/2016,29/3/2016,CONSTRUÇÃO DE ESCOLA ESTADUAL DE EDUCAÇÃO PROFISSIONAL NO MUNICÍPIO DE MISSÃO VELHA - CE,540,,,MISSÃO VELHA,20140021,060/2016,979089,"21,12",360,SEDUC,Cancelada,Obra,"7695707,42"
7698,02852017SEDUC02,OK EMPREENDIMENTO,30/5/2019,2/10/2017,25/9/2017,"CONCLUSÃO DA CONSTRUÇÃO DA ESCOLA DE ENSINO MÉDIO, EM ÁREA RURAL, NO MUNICÍPIO DE BEBERIBE, DISTRITO DE FORQUILHA - LOTE I",363,,,BEBERIBE,20160001,119/2017,1023516,100,210,SEDUC,Concluída,Obra,"2079454,19"
7596,0422017CIDADES01,S.A. PAULISTA,14/6/2019,22/5/2017,22/5/2017,"EXECUÇÃO DAS OBRAS DE IMPLANTAÇÃO DA CENTRAL DE TRATAMENTO DE RESÍDUOS - CTR, LOCALIZADA NO MUNICÍPIO DE SOBRAL NO ESTADO DO CEARÁ",175,,,SOBRAL,20160015,056/2017,1011920,"98,55",360,CIDADES,Concluída,Obra,"41185136,9"
7353,01692015SEDUC01,BWS CONSTRUÇÕES LTDA,13/6/2017,4/2/2016,12/1/2016,"CONSTRUÇÃO DE CENTRO DE EDUCAÇÃO INFANTIL - CEI, NO MUNICÍPIO DE GRANJA/CE",315,"-3,254776","-41,236906",GRANJA,20140048,011/2016,970094,100,180,SEDUC,Concluída,Obra,"1132732,4"
7694,02832017SEDUC02,OK EMPREENDIMENTO,21/8/2018,2/10/2017,20/9/2017,"CONCLUSÃO DA CONSTRUÇÃO DA ESCOLA DE ENSINO MÉDIO, EM ÁREA RURAL, NO ASSENTAMENTO SALÃO, NO MUNICÍPIO DE MOMBAÇA - LOTE I",107,,,MOMBAÇA,20160002,116/2017,1023076,100,150,SEDUC,Concluída,Obra,"1370858,15"
7002,0122015STDS01,OK EMPREENDIMENTOS,16/11/2015,19/8/2015,19/8/2015,"SERVIÇOS DE MANUTENÇÃO PREVENTIVA, CORRETIVA E REFORMA EM PRÉDIOS - STDS",0,,,FORTALEZA,20140002,108/2015,S2GPR,100,90,STDS,Concluida,Manutenção,"74635,83"
7381,01972015SEDUC01,TECNOS,21/12/2017,11/2/2016,11/1/2016,"OBRA DE CONSTRUÇÃO DO CENTRO DE EDUCAÇÃO INFANTIL-CEI, NO MUNICÍPIO DE BARBALHA/CE",420,"-7,320314","-39,302787",BARBALHA,20140054,005/2016,970653,"9,96",180,SEDUC,Concluída,Obra,"1024493,36"
7510,0212016PCIVIL01,SERTÃO CONSTRUÇÕES,8/12/2016,10/8/2016,8/8/2016,"REFORMA E AMPLIAÇÃO DO 21º DP, LOCALIZADO NA RUA CENTO E DEZOITO, 350, CONJUNTO TIMBÓ, MARACANAÚ-CE",0,,,MARACANAÚ,20150002,136/2016,992713,"37,62",120,P. CIVIL,Execução Fisíca Concluída,Obra,"346174,33"
7624,02662017SEDUC02,TUTTI ENGENHARIA CIVIL,3/7/2021,21/9/2017,13/9/2017,"REMANESCENTE DE OBRA DE CONSTRUÇÃO DE UMA ESCOLA DE ENSINO MÉDIO C/06 SALAS, EM SUCESSO NO MUNICÍPIO DE TAMBORIL - CE",723,,,TAMBORIL,0027/2017,110/2017,1023034,"97,9",240,SEDUC,Em Execução,Obra,"3096443,26"
7355,01712015SEDUC01,RADIER ENGENHARIA LTDA,27/7/2019,2/3/2016,29/1/2016,"CONSTRUÇÃO DE CENTRO DE EDUCAÇÃO INFANTIL - CEI, NO MUNICÍPIO DE GUARACIABA/CE",447,,,GUARACIABA DO NORTE,20140051,036/2016,970107,"46,43",180,SEDUC,Em Execução,Obra,"1143924,41"
7778,03022017SEDUC01,CAD CONSTRUÇÕES LTDA,1/7/2018,2/1/2018,7/12/2017,"OBRA DE CONSTRUÇÃO DO CENTRO DE EDUCAÇÃO INFANTIL PADRÃO (4 SALAS), NO MUNICÍPIO DE CROATÁ - CE",0,,,CROATÁ,20140051,147/2017,1030833,0,180,SEDUC,Cancelada,Obra,"1213620,12"
